"01846770-4cfe-4a25-8ad9-919d8d378345","5b972631-34e3-4db7-a615-f6931770a0cb",1.00
"02f11c31-4bb8-41de-81fb-fb479f361eb9","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"037f9009-8b06-470d-a190-21448f7921c7","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"078ecf46-26d6-47e3-8128-fcced884d1cd","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"085af809-5dc6-4920-aaa1-4ac493ae4af8","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"0ab79a5f-7fd7-4d5d-be55-559292c958d3","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"0ac18236-1ef4-4d67-95c0-4aebfec7f470","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"0b12d18f-0c7c-44da-8c52-dc3278f917c7","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"0bb4f3ac-2944-4263-8587-ea6eac2d24ac","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"11f31f00-f6fa-4ef0-a9e3-5bd37199dd20","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"184c9c12-32fb-4252-a484-9952928b8473","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"1d85ab50-ed1e-4421-b3b8-c5197d858a0d","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"1e6e8252-dae9-4b4a-866c-c6c3a5e810a1","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"24a07e87-aa12-4f9c-8c40-580e9bf7a2f2","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"25c2946d-2b1f-4245-b2aa-80c037912665","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"2651cd57-1c24-4b8e-856b-ddb63a3b267e","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"282882cf-a5e5-4170-82dd-8e84da2724d2","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"2e4695ff-d6a5-42c2-9816-6dbd6c859707","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"2ea4d465-87e3-4f85-81a0-2bd661639f4e","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"33cf4d9a-bcbf-4fe4-926b-38f2c3e36278","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"3da87ad0-733e-4ca9-b234-75ef52ca2a2d","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"435e1d0e-e36e-4d4a-9cd1-7fd2c135da61","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"476dbccb-c1e5-4cdb-aa14-f4ef627c45ec","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"52dcf2ff-c0f6-417f-a957-788688d67b86","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"5a2556bf-a9ec-4720-9253-d40f1de3c2b8","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"5c39e9a9-4bb5-42cd-b519-0db3a940a575","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"5db5be2d-8df6-432b-ab3d-ffde49d3fe7f","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"607a33e0-28ed-42f8-ac8c-66f0c9700e56","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"61ec59a5-3816-4e5a-88c7-acf8a8b33d41","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"62e503ce-544a-4599-b2ad-bcea15a7bf20","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"64b8e725-b0ba-4837-abb9-62dc0e7b9f6f","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"6827435e-8ad9-44c1-b0b4-b26f321957b1","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"697fbcb6-b516-4c2f-a78e-5ec2ffaec4b3","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"699b6a73-e8d5-4755-8d1d-b70de4b9efdd","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"71fc82ec-9eb9-424a-bc45-053a844c8af9","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
"74f8559d-44a4-409f-9316-a185882a496c","487df68b-4994-4027-8fdc-a4dc298257b7",1.00
