"Lithium, 0.15% in brine, in ground","kg","lithium","kg",0,1.00
"Lithium, ion","kg","lithium","kg",0,1.00
"Magnesite, 60% in crude ore, in ground","kg","magnesite","kg",0,1.00
"Magnesium","kg","magnesium","kg",0,1.00
"Magnesium, 0.13% in water","kg","magnesium","kg",0,1.00
"Malathion","kg","malathion","kg",0,1.00
"Maleic hydrazide","kg","maleic hydrazide acid","kg",0,1.00
"Mancozeb","kg","mancozeb","kg",0,1.00
"Maneb","kg","maneb","kg",0,1.00
"Manganese","kg","manganese","kg",0,1.00
"Manganese, 35.7% in sedimentary deposit, 14.2% in crude ore, in ground","kg","manganese","kg",0,1.00
"Manganese-54","kBq","manganese-54","kBq",0,1.00
"Manganese-55","kBq","Manganese-55","kBq",0,1.00
"MCPA","kg","2-methyl-4-chlorophenoxyacetic acid","kg",0,1.00
"MCPB","kg","MCPB","kg",0,1.00
"Mecoprop","kg","mecoprop","kg",0,1.00
"Mecoprop-P","kg","mecoprop","kg",1,1.00
"Mepiquat chloride","kg","mepiquat chloride","kg",0,1.00
"Mercury","kg","mercury","kg",0,1.00
"Metalaxil","kg","metalaxil","kg",0,1.00
"Metalaxyl-M","kg","mefenoxam","kg",0,1.00
"Metaldehyde","kg","metaldehyde","kg",0,1.00
"Metamitron","kg","metamitron","kg",0,1.00
"Metamorphous rock, graphite containing, in ground","kg","inert rock","kg",0,1.00
"Metazachlor","kg","metazachlor","kg",0,1.00
"Methabenzthiazuron","kg","methabenzthiazuron","kg",0,1.00
"Methamidophos","kg","methamidophos","kg",0,1.00
"Methane, biogenic","kg","methane (biogenic)","kg",0,1.00
"Methane, bromo-, Halon 1001","kg","Halon-1001","kg",0,1.00
"Methane, bromochlorodifluoro-, Halon 1211","kg","Halon-1211","kg",0,1.00
"Methane, bromotrifluoro-, Halon 1301","kg","Halon-1301","kg",0,1.00
"Methane, chlorodifluoro-, HCFC-22","kg","HCFC-22","kg",0,1.00
"Methane, chloro-fluoro-, HCFC-31","kg","HCFC-31","kg",0,1.00
"Methane, chlorotrifluoro-, CFC-13","kg","CFC-13","kg",0,1.00
"Methane, dichloro-, HCC-30","kg","dichloromethane","kg",0,1.00
"Methane, dichlorodifluoro-, CFC-12","kg","CFC-12","kg",0,1.00
"Methane, dichlorofluoro-, HCFC-21","kg","HCFC-21","kg",0,1.00
"Methane, difluoro-, HFC-32","kg","HFC-32","kg",0,1.00
"Methane, fossil","kg","methane (fossil)","kg",0,1.00
"Methane, monochloro-, R-40","kg","R-40","kg",0,1.00
"Methane, tetrachloro-, R-10","kg","CFC-10","kg",0,1.00
"Methane, tetrafluoro-, R-14","kg","FC-14","kg",0,1.00
"Methane, trichlorofluoro-, CFC-11","kg","CFC-11","kg",0,1.00
"Methane, trifluoro-, HFC-23","kg","HFC-23","kg",0,1.00
"Methanol","kg","methanol","kg",0,1.00
"Methiocarb","kg","methiocarb","kg",0,1.00
"Methomyl","kg","methomyl","kg",0,1.00
"Methyl acrylate","kg","methacrylate","kg",0,1.00
"Methyl amine","kg","methylamine","kg",0,1.00
"Methyl ethyl ketone","kg","methyl ethyl ketone","kg",0,1.00
"Methyl formate","kg","methyl formate","kg",0,1.00
"Methyl pentane","kg","3-methylpentane","kg",0,1.00
"Metolachlor","kg","metolachlor","kg",0,1.00
"Metribuzin","kg","metribuzin","kg",0,1.00
"Metsulfuron-methyl","kg","metsulfuron-methyl","kg",0,1.00
"Molinate","kg","molinate","kg",0,1.00
"Molybdenum","kg","molybdenum","kg",0,1.00
"Molybdenum, 0.010% in sulfide, Mo 8.2E-3% and Cu 1.83% in crude ore, in ground","kg","molybdenum","kg",0,1.00
"Molybdenum, 0.014% in sulfide, Mo 8.2E-3% and Cu 0.81% in crude ore, in ground","kg","molybdenum","kg",0,1.00
"Molybdenum, 0.016% in sulfide, Mo 8.2E-3% and Cu 0.27% in crude ore, in ground","kg","molybdenum","kg",0,1.00
"Molybdenum, 0.022% in sulfide, Mo 8.2E-3% and Cu 0.22% in crude ore, in ground","kg","molybdenum","kg",0,1.00
"Molybdenum, 0.022% in sulfide, Mo 8.2E-3% and Cu 0.36% in crude ore, in ground","kg","molybdenum","kg",0,1.00
