"06a42317-47bd-481d-b5ce-e091843497c6","000095-50-1","C6H4Cl2","Benzene, dichloro","487df68b-4994-4027-8fdc-a4dc298257b7","be7e06e9-0bf5-462e-99dc-fe4aee383c48"
"06a4fedf-dab4-4ef1-90df-1d0ce8fe6477","000353-59-3","CBrClF2","Methane, bromochlorodifluoro-, Halon 1211","487df68b-4994-4027-8fdc-a4dc298257b7","23dbff79-8037-43e7-b270-5a3da416a284"
"06b8a67f-5044-4060-be71-04e1dfc31e24","001897-45-6","C8Cl4N2","Chlorothalonil","487df68b-4994-4027-8fdc-a4dc298257b7","e1bc9a16-5b6a-494f-98ef-49f461b1a11e"
"06c8168d-a28d-4e23-9505-a0fb462f9367","000107-13-1","CH2CHCN","Acrylonitrile","487df68b-4994-4027-8fdc-a4dc298257b7","65f8d2a1-63ed-479c-b86c-3bcf38e86320"
"06ee87f5-4946-4ecd-9615-b4723595fbaf","007439-96-5","Mn-55","Manganese-55","4923348e-591b-4772-b224-d19df86f04c9","e47f0a6c-3be8-4027-9eee-de251784f708"
"06f0a67c-ec68-435d-8c32-0decd79a4a1a",,,"Aldehydes, unspecified","487df68b-4994-4027-8fdc-a4dc298257b7","7011f0aa-f5f9-4901-8c10-884ad8296812"
"070dc6b3-0976-45a0-803e-0a87d7e96959","000071-41-0","C5H12O","1-Pentanol","487df68b-4994-4027-8fdc-a4dc298257b7","e47f0a6c-3be8-4027-9eee-de251784f708"
"070f9c6e-584d-40ed-8b07-6b1f7f75dd3f","007440-24-6","Sr","Strontium","487df68b-4994-4027-8fdc-a4dc298257b7","a119c440-7e83-4655-a874-97fe1468315a"
"07279b73-709f-4ac2-a9e1-82fbd01ce301",,,"Polychlorinated biphenyls","487df68b-4994-4027-8fdc-a4dc298257b7","be7e06e9-0bf5-462e-99dc-fe4aee383c48"
"073e0dba-bc0b-4c76-89e2-2988f2b49459",,,"Actinides, radioactive, unspecified","4923348e-591b-4772-b224-d19df86f04c9","963f8022-3e2e-4be9-ad4d-b3b7a2282099"
"07798b07-13be-41f9-b754-5b389695cf78","000108-59-8","C5H8O4","Dimethyl malonate","487df68b-4994-4027-8fdc-a4dc298257b7","f335ce0e-b830-475a-adab-03858d9cbdaf"
