44,"Aldehydes, unspecified",,,"kg",2
45,"Aldehydes, unspecified",,,"kg",4
46,"Aldehydes, unspecified",,,"kg",1
47,"Aldehydes, unspecified",,,"kg",5
48,"Aldehydes, unspecified",,,"kg",3
50,"Aluminium","007429-90-5","Al","kg",2
51,"Aluminium","007429-90-5","Al","kg",4
52,"Aluminium","007429-90-5","Al","kg",1
53,"Aluminium","007429-90-5","Al","kg",5
54,"Aluminium","007429-90-5","Al","kg",3
56,"Americium-241","014596-10-2","Am-241","kBq",2
57,"Americium-241","014596-10-2","Am-241","kBq",4
58,"Americium-241","014596-10-2","Am-241","kBq",1
59,"Americium-241","014596-10-2","Am-241","kBq",5
60,"Americium-241","014596-10-2","Am-241","kBq",3
62,"Ammonia","007664-41-7","NH3","kg",2
63,"Ammonia","007664-41-7","NH3","kg",4
64,"Ammonia","007664-41-7","NH3","kg",1
65,"Ammonia","007664-41-7","NH3","kg",5
66,"Ammonia","007664-41-7","NH3","kg",3
68,"Antimony","007440-36-0","Sb","kg",2
69,"Antimony","007440-36-0","Sb","kg",4
70,"Antimony","007440-36-0","Sb","kg",1
71,"Antimony","007440-36-0","Sb","kg",5
72,"Antimony","007440-36-0","Sb","kg",3
74,"Antimony-124","014683-10-4","Sb-124","kBq",2
75,"Antimony-124","014683-10-4","Sb-124","kBq",4
76,"Antimony-124","014683-10-4","Sb-124","kBq",1
77,"Antimony-124","014683-10-4","Sb-124","kBq",5
78,"Antimony-124","014683-10-4","Sb-124","kBq",3
80,"Antimony-125","014234-35-6","Sb-125","kBq",2
81,"Antimony-125","014234-35-6","Sb-125","kBq",4
82,"Antimony-125","014234-35-6","Sb-125","kBq",1
83,"Antimony-125","014234-35-6","Sb-125","kBq",5
84,"Antimony-125","014234-35-6","Sb-125","kBq",3
86,"Argon-41","014163-25-8","Ar-41","kBq",2
87,"Argon-41","014163-25-8","Ar-41","kBq",4
88,"Argon-41","014163-25-8","Ar-41","kBq",1
89,"Argon-41","014163-25-8","Ar-41","kBq",5
90,"Argon-41","014163-25-8","Ar-41","kBq",3
92,"Arsenic","007440-38-2","As","kg",2
93,"Arsenic","007440-38-2","As","kg",4
94,"Arsenic","007440-38-2","As","kg",1
95,"Arsenic","007440-38-2","As","kg",5
96,"Arsenic","007440-38-2","As","kg",3
98,"Barium","007440-39-3","Ba","kg",2
99,"Barium","007440-39-3","Ba","kg",4
100,"Barium","007440-39-3","Ba","kg",1
101,"Barium","007440-39-3","Ba","kg",5
102,"Barium","007440-39-3","Ba","kg",3
104,"Barium-140","014798-08-4","Ba-140","kBq",2
105,"Barium-140","014798-08-4","Ba-140","kBq",4
106,"Barium-140","014798-08-4","Ba-140","kBq",1
107,"Barium-140","014798-08-4","Ba-140","kBq",5
108,"Barium-140","014798-08-4","Ba-140","kBq",3
110,"Benzaldehyde","000100-52-7","C7H6O","kg",2
111,"Benzaldehyde","000100-52-7","C7H6O","kg",4
112,"Benzaldehyde","000100-52-7","C7H6O","kg",1
113,"Benzaldehyde","000100-52-7","C7H6O","kg",5
114,"Benzaldehyde","000100-52-7","C7H6O","kg",3
116,"Benzene","000071-43-2","C6H6","kg",2
117,"Benzene","000071-43-2","C6H6","kg",4
118,"Benzene","000071-43-2","C6H6","kg",1
119,"Benzene","000071-43-2","C6H6","kg",5
120,"Benzene","000071-43-2","C6H6","kg",3
122,"Benzene, ethyl-","000100-41-4","C8H10","kg",2
123,"Benzene, ethyl-","000100-41-4","C8H10","kg",4
124,"Benzene, ethyl-","000100-41-4","C8H10","kg",1
125,"Benzene, ethyl-","000100-41-4","C8H10","kg",5
126,"Benzene, ethyl-","000100-41-4","C8H10","kg",3
128,"Benzene, hexachloro-","000118-74-1","C6Cl6","kg",2
129,"Benzene, hexachloro-","000118-74-1","C6Cl6","kg",4
130,"Benzene, hexachloro-","000118-74-1","C6Cl6","kg",1
131,"Benzene, hexachloro-","000118-74-1","C6Cl6","kg",5
132,"Benzene, hexachloro-","000118-74-1","C6Cl6","kg",3
134,"Benzene, pentachloro-","000608-93-5","C6HCl5","kg",2
135,"Benzene, pentachloro-","000608-93-5","C6HCl5","kg",4
136,"Benzene, pentachloro-","000608-93-5","C6HCl5","kg",1
137,"Benzene, pentachloro-","000608-93-5","C6HCl5","kg",5
138,"Benzene, pentachloro-","000608-93-5","C6HCl5","kg",3
140,"Benzo(a)pyrene","000050-32-8","C20H12","kg",2
141,"Benzo(a)pyrene","000050-32-8","C20H12","kg",4
142,"Benzo(a)pyrene","000050-32-8","C20H12","kg",1
143,"Benzo(a)pyrene","000050-32-8","C20H12","kg",5
144,"Benzo(a)pyrene","000050-32-8","C20H12","kg",3
146,"Beryllium","007440-41-7","Be","kg",2
147,"Beryllium","007440-41-7","Be","kg",4
148,"Beryllium","007440-41-7","Be","kg",1
149,"Beryllium","007440-41-7","Be","kg",5
150,"Beryllium","007440-41-7","Be","kg",3
152,"Boron","007440-42-8","B","kg",2
153,"Boron","007440-42-8","B","kg",4
154,"Boron","007440-42-8","B","kg",1
155,"Boron","007440-42-8","B","kg",5
156,"Boron","007440-42-8","B","kg",3
158,"Bromine","007726-95-6","Br2","kg",2
159,"Bromine","007726-95-6","Br2","kg",4
160,"Bromine","007726-95-6","Br2","kg",1
161,"Bromine","007726-95-6","Br2","kg",5
162,"Bromine","007726-95-6","Br2","kg",3
164,"Butane","000106-97-8","C4H10","kg",2
165,"Butane","000106-97-8","C4H10","kg",4
166,"Butane","000106-97-8","C4H10","kg",1
167,"Butane","000106-97-8","C4H10","kg",5
168,"Butane","000106-97-8","C4H10","kg",3
170,"Butene","025167-67-3","C4H8","kg",2
171,"Butene","025167-67-3","C4H8","kg",4
172,"Butene","025167-67-3","C4H8","kg",1
173,"Butene","025167-67-3","C4H8","kg",5
174,"Butene","025167-67-3","C4H8","kg",3
176,"Cadmium","007440-43-9","Cd","kg",2
177,"Cadmium","007440-43-9","Cd","kg",4
178,"Cadmium","007440-43-9","Cd","kg",1
179,"Cadmium","007440-43-9","Cd","kg",5
180,"Cadmium","007440-43-9","Cd","kg",3
182,"Calcium","007440-70-2","Ca","kg",2
183,"Calcium","007440-70-2","Ca","kg",4
184,"Calcium","007440-70-2","Ca","kg",1
185,"Calcium","007440-70-2","Ca","kg",5
186,"Calcium","007440-70-2","Ca","kg",3
188,"Carbon dioxide, biogenic","000124-38-9","CO2","kg",2
189,"Carbon dioxide, biogenic","000124-38-9","CO2","kg",4
190,"Carbon dioxide, biogenic","000124-38-9","CO2","kg",1
191,"Carbon dioxide, biogenic","000124-38-9","CO2","kg",5
192,"Carbon dioxide, biogenic","000124-38-9","CO2","kg",3
194,"Carbon dioxide, fossil","000124-38-9","CO2","kg",2
195,"Carbon dioxide, fossil","000124-38-9","CO2","kg",4
196,"Carbon dioxide, fossil","000124-38-9","CO2","kg",1
197,"Carbon dioxide, fossil","000124-38-9","CO2","kg",5
198,"Carbon dioxide, fossil","000124-38-9","CO2","kg",3
200,"Carbon monoxide, biogenic","000630-08-0","CO","kg",2
201,"Carbon monoxide, biogenic","000630-08-0","CO","kg",4
202,"Carbon monoxide, biogenic","000630-08-0","CO","kg",1
203,"Carbon monoxide, biogenic","000630-08-0","CO","kg",5
204,"Carbon monoxide, biogenic","000630-08-0","CO","kg",3
206,"Carbon monoxide, fossil","000630-08-0","CO","kg",2
207,"Carbon monoxide, fossil","000630-08-0","CO","kg",4
208,"Carbon monoxide, fossil","000630-08-0","CO","kg",1
209,"Carbon monoxide, fossil","000630-08-0","CO","kg",5
210,"Carbon monoxide, fossil","000630-08-0","CO","kg",3
212,"Carbon-14","014762-75-5","C-14","kBq",2
213,"Carbon-14","014762-75-5","C-14","kBq",4
214,"Carbon-14","014762-75-5","C-14","kBq",1
215,"Carbon-14","014762-75-5","C-14","kBq",5
216,"Carbon-14","014762-75-5","C-14","kBq",3
218,"Cerium-141","013967-74-3","Ce-141","kBq",2
219,"Cerium-141","013967-74-3","Ce-141","kBq",4
220,"Cerium-141","013967-74-3","Ce-141","kBq",1
221,"Cerium-141","013967-74-3","Ce-141","kBq",5
222,"Cerium-141","013967-74-3","Ce-141","kBq",3
224,"Cerium-144","014762-78-8","Ce-144","kBq",2
225,"Cerium-144","014762-78-8","Ce-144","kBq",4
226,"Cerium-144","014762-78-8","Ce-144","kBq",1
227,"Cerium-144","014762-78-8","Ce-144","kBq",5
228,"Cerium-144","014762-78-8","Ce-144","kBq",3
230,"Cesium-134","013967-70-9","Cs-134","kBq",2
231,"Cesium-134","013967-70-9","Cs-134","kBq",4
232,"Cesium-134","013967-70-9","Cs-134","kBq",1
233,"Cesium-134","013967-70-9","Cs-134","kBq",5
234,"Cesium-134","013967-70-9","Cs-134","kBq",3
236,"Cesium-137","010045-97-3","Cs-137","kBq",2
237,"Cesium-137","010045-97-3","Cs-137","kBq",4
238,"Cesium-137","010045-97-3","Cs-137","kBq",1
239,"Cesium-137","010045-97-3","Cs-137","kBq",5
240,"Cesium-137","010045-97-3","Cs-137","kBq",3
242,"Chloroform","000067-66-3","CHCl3","kg",2
243,"Chloroform","000067-66-3","CHCl3","kg",4
244,"Chloroform","000067-66-3","CHCl3","kg",1
245,"Chloroform","000067-66-3","CHCl3","kg",5
246,"Chloroform","000067-66-3","CHCl3","kg",3
248,"Chromium","007440-47-3","Cr","kg",2
249,"Chromium","007440-47-3","Cr","kg",4
250,"Chromium","007440-47-3","Cr","kg",1
251,"Chromium","007440-47-3","Cr","kg",5
252,"Chromium","007440-47-3","Cr","kg",3
254,"Chromium VI","018540-29-9","Cr6+","kg",2
255,"Chromium VI","018540-29-9","Cr6+","kg",4
256,"Chromium VI","018540-29-9","Cr6+","kg",1
257,"Chromium VI","018540-29-9","Cr6+","kg",5
258,"Chromium VI","018540-29-9","Cr6+","kg",3
260,"Chromium-51","014392-02-0","Cr-51","kBq",2
261,"Chromium-51","014392-02-0","Cr-51","kBq",4
262,"Chromium-51","014392-02-0","Cr-51","kBq",1
263,"Chromium-51","014392-02-0","Cr-51","kBq",5
264,"Chromium-51","014392-02-0","Cr-51","kBq",3
266,"Cobalt","007440-48-4","Co","kg",2
267,"Cobalt","007440-48-4","Co","kg",4
268,"Cobalt","007440-48-4","Co","kg",1
269,"Cobalt","007440-48-4","Co","kg",5
270,"Cobalt","007440-48-4","Co","kg",3
272,"Cobalt-57","013981-50-5","Co-57","kBq",2
273,"Cobalt-57","013981-50-5","Co-57","kBq",4
274,"Cobalt-57","013981-50-5","Co-57","kBq",1
275,"Cobalt-57","013981-50-5","Co-57","kBq",5
276,"Cobalt-57","013981-50-5","Co-57","kBq",3
278,"Cobalt-58","013981-38-9","Co-58","kBq",2
279,"Cobalt-58","013981-38-9","Co-58","kBq",4
280,"Cobalt-58","013981-38-9","Co-58","kBq",1
281,"Cobalt-58","013981-38-9","Co-58","kBq",5
282,"Cobalt-58","013981-38-9","Co-58","kBq",3
284,"Cobalt-60","010198-40-0","Co-60","kBq",2
285,"Cobalt-60","010198-40-0","Co-60","kBq",4
286,"Cobalt-60","010198-40-0","Co-60","kBq",1
287,"Cobalt-60","010198-40-0","Co-60","kBq",5
288,"Cobalt-60","010198-40-0","Co-60","kBq",3
290,"Copper","007440-50-8","Cu","kg",2
291,"Copper","007440-50-8","Cu","kg",4
292,"Copper","007440-50-8","Cu","kg",1
293,"Copper","007440-50-8","Cu","kg",5
294,"Copper","007440-50-8","Cu","kg",3
296,"Curium alpha","007440-51-9","Cm-alpha","kBq",2
297,"Curium alpha","007440-51-9","Cm-alpha","kBq",4
298,"Curium alpha","007440-51-9","Cm-alpha","kBq",1
299,"Curium alpha","007440-51-9","Cm-alpha","kBq",5
300,"Curium alpha","007440-51-9","Cm-alpha","kBq",3
302,"Curium-242","015510-73-3","Cm-242","kBq",2
303,"Curium-242","015510-73-3","Cm-242","kBq",4
304,"Curium-242","015510-73-3","Cm-242","kBq",1
305,"Curium-242","015510-73-3","Cm-242","kBq",5
306,"Curium-242","015510-73-3","Cm-242","kBq",3
308,"Curium-244","013981-15-2","Cm-244","kBq",2
309,"Curium-244","013981-15-2","Cm-244","kBq",4
310,"Curium-244","013981-15-2","Cm-244","kBq",1
311,"Curium-244","013981-15-2","Cm-244","kBq",5
312,"Curium-244","013981-15-2","Cm-244","kBq",3
314,"Cyanide","000057-12-5","CN-","kg",2
315,"Cyanide","000057-12-5","CN-","kg",4
316,"Cyanide","000057-12-5","CN-","kg",1
317,"Cyanide","000057-12-5","CN-","kg",5
318,"Cyanide","000057-12-5","CN-","kg",3
320,"Dinitrogen monoxide","010024-97-2","N2O","kg",2
321,"Dinitrogen monoxide","010024-97-2","N2O","kg",4
322,"Dinitrogen monoxide","010024-97-2","N2O","kg",1
323,"Dinitrogen monoxide","010024-97-2","N2O","kg",5
324,"Dinitrogen monoxide","010024-97-2","N2O","kg",3
326,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin","001746-01-6",,"kg",2
327,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin","001746-01-6",,"kg",4
328,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin","001746-01-6",,"kg",1
329,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin","001746-01-6",,"kg",5
330,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin","001746-01-6",,"kg",3
332,"Epichlorohydrin","000106-89-8","C3H5OCl","kg",2
333,"Epichlorohydrin","000106-89-8","C3H5OCl","kg",4
334,"Epichlorohydrin","000106-89-8","C3H5OCl","kg",1
335,"Epichlorohydrin","000106-89-8","C3H5OCl","kg",5
336,"Epichlorohydrin","000106-89-8","C3H5OCl","kg",3
338,"Ethane","000074-84-0","C2H6","kg",2
339,"Ethane","000074-84-0","C2H6","kg",4
340,"Ethane","000074-84-0","C2H6","kg",1
341,"Ethane","000074-84-0","C2H6","kg",5
342,"Ethane","000074-84-0","C2H6","kg",3
344,"Ethane, 1,1,1,2-tetrafluoro-, HFC-134a","000811-97-2","C2H2F4","kg",2
345,"Ethane, 1,1,1,2-tetrafluoro-, HFC-134a","000811-97-2","C2H2F4","kg",4
346,"Ethane, 1,1,1,2-tetrafluoro-, HFC-134a","000811-97-2","C2H2F4","kg",1
347,"Ethane, 1,1,1,2-tetrafluoro-, HFC-134a","000811-97-2","C2H2F4","kg",5
348,"Ethane, 1,1,1,2-tetrafluoro-, HFC-134a","000811-97-2","C2H2F4","kg",3
350,"Ethane, 1,1,1-trichloro-, HCFC-140","000071-55-6","C2H3Cl3","kg",2
351,"Ethane, 1,1,1-trichloro-, HCFC-140","000071-55-6","C2H3Cl3","kg",4
352,"Ethane, 1,1,1-trichloro-, HCFC-140","000071-55-6","C2H3Cl3","kg",1
353,"Ethane, 1,1,1-trichloro-, HCFC-140","000071-55-6","C2H3Cl3","kg",5
354,"Ethane, 1,1,1-trichloro-, HCFC-140","000071-55-6","C2H3Cl3","kg",3
356,"Ethane, 1,1,1-trifluoro-, HFC-143a","000420-46-2","C2H3F3","kg",2
357,"Ethane, 1,1,1-trifluoro-, HFC-143a","000420-46-2","C2H3F3","kg",4
358,"Ethane, 1,1,1-trifluoro-, HFC-143a","000420-46-2","C2H3F3","kg",1
359,"Ethane, 1,1,1-trifluoro-, HFC-143a","000420-46-2","C2H3F3","kg",5
360,"Ethane, 1,1,1-trifluoro-, HFC-143a","000420-46-2","C2H3F3","kg",3
362,"Ethane, 1,1,2-trichloro-","000079-00-5","C2H3Cl3","kg",2
363,"Ethane, 1,1,2-trichloro-","000079-00-5","C2H3Cl3","kg",4
364,"Ethane, 1,1,2-trichloro-","000079-00-5","C2H3Cl3","kg",1
365,"Ethane, 1,1,2-trichloro-","000079-00-5","C2H3Cl3","kg",5
366,"Ethane, 1,1,2-trichloro-","000079-00-5","C2H3Cl3","kg",3
368,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113","000076-13-1","C2Cl3F3","kg",2
369,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113","000076-13-1","C2Cl3F3","kg",4
370,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113","000076-13-1","C2Cl3F3","kg",1
371,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113","000076-13-1","C2Cl3F3","kg",5
372,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113","000076-13-1","C2Cl3F3","kg",3
374,"Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b","001717-00-6","C2H3Cl2F","kg",2
375,"Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b","001717-00-6","C2H3Cl2F","kg",4
376,"Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b","001717-00-6","C2H3Cl2F","kg",1
377,"Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b","001717-00-6","C2H3Cl2F","kg",5
378,"Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b","001717-00-6","C2H3Cl2F","kg",3
380,"Ethane, 1,1-difluoro-, HFC-152a","000075-37-6","C2H4F2","kg",2
381,"Ethane, 1,1-difluoro-, HFC-152a","000075-37-6","C2H4F2","kg",4
382,"Ethane, 1,1-difluoro-, HFC-152a","000075-37-6","C2H4F2","kg",1
383,"Ethane, 1,1-difluoro-, HFC-152a","000075-37-6","C2H4F2","kg",5
384,"Ethane, 1,1-difluoro-, HFC-152a","000075-37-6","C2H4F2","kg",3
386,"Ethane, 1,2-dichloro-","000107-06-2","C2H4Cl2","kg",2
387,"Ethane, 1,2-dichloro-","000107-06-2","C2H4Cl2","kg",4
388,"Ethane, 1,2-dichloro-","000107-06-2","C2H4Cl2","kg",1
389,"Ethane, 1,2-dichloro-","000107-06-2","C2H4Cl2","kg",5
390,"Ethane, 1,2-dichloro-","000107-06-2","C2H4Cl2","kg",3
392,"Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-, CFC-114","000076-14-2","C2Cl2F4","kg",2
393,"Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-, CFC-114","000076-14-2","C2Cl2F4","kg",4
394,"Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-, CFC-114","000076-14-2","C2Cl2F4","kg",1
395,"Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-, CFC-114","000076-14-2","C2Cl2F4","kg",5
396,"Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-, CFC-114","000076-14-2","C2Cl2F4","kg",3
398,"Ethane, 1-chloro-1,1-difluoro-, HCFC-142b","000075-68-3","C2H3ClF2","kg",2
399,"Ethane, 1-chloro-1,1-difluoro-, HCFC-142b","000075-68-3","C2H3ClF2","kg",4
400,"Ethane, 1-chloro-1,1-difluoro-, HCFC-142b","000075-68-3","C2H3ClF2","kg",1
401,"Ethane, 1-chloro-1,1-difluoro-, HCFC-142b","000075-68-3","C2H3ClF2","kg",5
402,"Ethane, 1-chloro-1,1-difluoro-, HCFC-142b","000075-68-3","C2H3ClF2","kg",3
404,"Ethane, 2,2-dichloro-1,1,1-trifluoro-, HCFC-123","000306-83-2","C2HCl2F3","kg",2
405,"Ethane, 2,2-dichloro-1,1,1-trifluoro-, HCFC-123","000306-83-2","C2HCl2F3","kg",4
406,"Ethane, 2,2-dichloro-1,1,1-trifluoro-, HCFC-123","000306-83-2","C2HCl2F3","kg",1
407,"Ethane, 2,2-dichloro-1,1,1-trifluoro-, HCFC-123","000306-83-2","C2HCl2F3","kg",5
408,"Ethane, 2,2-dichloro-1,1,1-trifluoro-, HCFC-123","000306-83-2","C2HCl2F3","kg",3
410,"Ethane, 2-chloro-1,1,1,2-tetrafluoro-, HCFC-124","002837-89-0","C2HClF4","kg",2
411,"Ethane, 2-chloro-1,1,1,2-tetrafluoro-, HCFC-124","002837-89-0","C2HClF4","kg",4
412,"Ethane, 2-chloro-1,1,1,2-tetrafluoro-, HCFC-124","002837-89-0","C2HClF4","kg",1
413,"Ethane, 2-chloro-1,1,1,2-tetrafluoro-, HCFC-124","002837-89-0","C2HClF4","kg",5
414,"Ethane, 2-chloro-1,1,1,2-tetrafluoro-, HCFC-124","002837-89-0","C2HClF4","kg",3
416,"Ethane, chloropentafluoro-, CFC-115","000076-15-3","C2ClF5","kg",2
417,"Ethane, chloropentafluoro-, CFC-115","000076-15-3","C2ClF5","kg",4
418,"Ethane, chloropentafluoro-, CFC-115","000076-15-3","C2ClF5","kg",1
419,"Ethane, chloropentafluoro-, CFC-115","000076-15-3","C2ClF5","kg",5
420,"Ethane, chloropentafluoro-, CFC-115","000076-15-3","C2ClF5","kg",3
422,"Ethane, hexafluoro-, HFC-116","000076-16-4","C2F6","kg",2
423,"Ethane, hexafluoro-, HFC-116","000076-16-4","C2F6","kg",4
424,"Ethane, hexafluoro-, HFC-116","000076-16-4","C2F6","kg",1
425,"Ethane, hexafluoro-, HFC-116","000076-16-4","C2F6","kg",5
426,"Ethane, hexafluoro-, HFC-116","000076-16-4","C2F6","kg",3
428,"Ethane, pentafluoro-, HFC-125","000354-33-6","C2HF5","kg",2
429,"Ethane, pentafluoro-, HFC-125","000354-33-6","C2HF5","kg",4
430,"Ethane, pentafluoro-, HFC-125","000354-33-6","C2HF5","kg",1
431,"Ethane, pentafluoro-, HFC-125","000354-33-6","C2HF5","kg",5
432,"Ethane, pentafluoro-, HFC-125","000354-33-6","C2HF5","kg",3
434,"Ethanol","000064-17-5","C2H5OH","kg",2
435,"Ethanol","000064-17-5","C2H5OH","kg",4
436,"Ethanol","000064-17-5","C2H5OH","kg",1
437,"Ethanol","000064-17-5","C2H5OH","kg",5
438,"Ethanol","000064-17-5","C2H5OH","kg",3
440,"Ethene","000074-85-1","C2H4","kg",2
441,"Ethene","000074-85-1","C2H4","kg",4
442,"Ethene","000074-85-1","C2H4","kg",1
443,"Ethene","000074-85-1","C2H4","kg",5
444,"Ethene","000074-85-1","C2H4","kg",3
446,"Ethene, chloro-","000075-01-4","CH2CHCl","kg",2
447,"Ethene, chloro-","000075-01-4","CH2CHCl","kg",4
448,"Ethene, chloro-","000075-01-4","CH2CHCl","kg",1
449,"Ethene, chloro-","000075-01-4","CH2CHCl","kg",5
450,"Ethene, chloro-","000075-01-4","CH2CHCl","kg",3
452,"Ethene, tetrachloro-","000127-18-4","C2Cl4","kg",2
453,"Ethene, tetrachloro-","000127-18-4","C2Cl4","kg",4
454,"Ethene, tetrachloro-","000127-18-4","C2Cl4","kg",1
455,"Ethene, tetrachloro-","000127-18-4","C2Cl4","kg",5
456,"Ethene, tetrachloro-","000127-18-4","C2Cl4","kg",3
458,"Ethene, trichloro-","000079-01-6","C2HCl3","kg",2
459,"Ethene, trichloro-","000079-01-6","C2HCl3","kg",4
460,"Ethene, trichloro-","000079-01-6","C2HCl3","kg",1
461,"Ethene, trichloro-","000079-01-6","C2HCl3","kg",5
462,"Ethene, trichloro-","000079-01-6","C2HCl3","kg",3
464,"Ethylene oxide","000075-21-8","C2H4O","kg",2
465,"Ethylene oxide","000075-21-8","C2H4O","kg",4
466,"Ethylene oxide","000075-21-8","C2H4O","kg",1
467,"Ethylene oxide","000075-21-8","C2H4O","kg",5
468,"Ethylene oxide","000075-21-8","C2H4O","kg",3
470,"Ethyne","000074-86-2","C2H2","kg",2
471,"Ethyne","000074-86-2","C2H2","kg",4
472,"Ethyne","000074-86-2","C2H2","kg",1
473,"Ethyne","000074-86-2","C2H2","kg",5
474,"Ethyne","000074-86-2","C2H2","kg",3
476,"Formaldehyde","000050-00-0","CH2O","kg",2
477,"Formaldehyde","000050-00-0","CH2O","kg",4
478,"Formaldehyde","000050-00-0","CH2O","kg",1
479,"Formaldehyde","000050-00-0","CH2O","kg",5
480,"Formaldehyde","000050-00-0","CH2O","kg",3
482,"Hydrocarbons, chlorinated",,,"kg",2
483,"Hydrocarbons, chlorinated",,,"kg",4
484,"Hydrocarbons, chlorinated",,,"kg",1
485,"Hydrocarbons, chlorinated",,,"kg",5
486,"Hydrocarbons, chlorinated",,,"kg",3
488,"Heat, waste",,,"MJ",2
489,"Heat, waste",,,"MJ",4
490,"Heat, waste",,,"MJ",1
491,"Heat, waste",,,"MJ",5
492,"Heat, waste",,,"MJ",3
500,"Helium","007440-59-7","He","kg",2
501,"Helium","007440-59-7","He","kg",4
502,"Helium","007440-59-7","He","kg",1
503,"Helium","007440-59-7","He","kg",5
504,"Helium","007440-59-7","He","kg",3
506,"Heptane","000142-82-5","C7H16","kg",2
507,"Heptane","000142-82-5","C7H16","kg",4
508,"Heptane","000142-82-5","C7H16","kg",1
509,"Heptane","000142-82-5","C7H16","kg",5
510,"Heptane","000142-82-5","C7H16","kg",3
512,"Hexane","000110-54-3","C6H14","kg",2
513,"Hexane","000110-54-3","C6H14","kg",4
514,"Hexane","000110-54-3","C6H14","kg",1
515,"Hexane","000110-54-3","C6H14","kg",5
516,"Hexane","000110-54-3","C6H14","kg",3
518,"Hydrocarbons, aliphatic, alkanes, cyclic",,,"kg",2
519,"Hydrocarbons, aliphatic, alkanes, cyclic",,,"kg",4
520,"Hydrocarbons, aliphatic, alkanes, cyclic",,,"kg",1
521,"Hydrocarbons, aliphatic, alkanes, cyclic",,,"kg",5
522,"Hydrocarbons, aliphatic, alkanes, cyclic",,,"kg",3
524,"Hydrocarbons, aliphatic, alkanes, unspecified",,"(CH2)n","kg",2
525,"Hydrocarbons, aliphatic, alkanes, unspecified",,"(CH2)n","kg",4
526,"Hydrocarbons, aliphatic, alkanes, unspecified",,"(CH2)n","kg",1
527,"Hydrocarbons, aliphatic, alkanes, unspecified",,"(CH2)n","kg",5
528,"Hydrocarbons, aliphatic, alkanes, unspecified",,"(CH2)n","kg",3
530,"Hydrocarbons, aliphatic, unsaturated",,"(CH)n","kg",2
