"0124ddee-1363-4865-9db9-a062f49ee7a4",1594,false,1
"0131c82e-8971-439f-bf4d-3b2ab971b69f",4628,false,1
"021c2d46-60cc-4da9-8b8b-7dbbb59defba",4674,false,1
"02d3e0f3-a198-4ec3-a7cc-4d5d5f85843f",4633,false,1
"032e4a55-0321-4eb6-8639-898465746de4",5365,false,1
"035c8e86-9c9e-4546-98bb-89001593416f",5357,false,1
"041f5d12-6556-11dd-ad8b-0800200c9a66",4359,false,1
"041f8403-6556-11dd-ad8b-0800200c9a66",453,false,1
"041fd212-6556-11dd-ad8b-0800200c9a66",10026,false,1
"041fd214-6556-11dd-ad8b-0800200c9a66",4364,false,1
"041fd220-6556-11dd-ad8b-0800200c9a66",507,false,1
"041ff94b-6556-11dd-ad8b-0800200c9a66",405,false,1
"04202055-6556-11dd-ad8b-0800200c9a66",699,false,1
"0420474c-6556-11dd-ad8b-0800200c9a66",429,false,1
"05a59fee-a15b-4189-9f02-25a01f61bd20",4741,false,1
"061a2617-bece-4ace-a824-6a71049bc74c",5400,false,1
"0677fdf9-fefc-4b1f-887c-dff0da24c670",1531,false,1
"06acf621-dbb3-43a0-9b27-caf658a56615",4667,false,1
"0860f823-69da-48ae-b3ea-4ede3b661b7d",1342,false,1
"08a91e70-3ddc-11dd-904b-0050c2490048",1683,false,1
"08a91e70-3ddc-11dd-904c-0050c2490048",1683,false,1
"08a91e70-3ddc-11dd-9054-0050c2490048",1683,false,1
"08a91e70-3ddc-11dd-906a-0050c2490048",4706,false,1
"08a91e70-3ddc-11dd-9077-0050c2490048",4020,false,1
"08a91e70-3ddc-11dd-9083-0050c2490048",4645,false,1
"08a91e70-3ddc-11dd-9084-0050c2490048",4645,false,1
"08a91e70-3ddc-11dd-908c-0050c2490048",4645,false,1
"08a91e70-3ddc-11dd-90cb-0050c2490048",4640,false,1
"08a91e70-3ddc-11dd-90e6-0050c2490048",4448,false,1
"08a91e70-3ddc-11dd-90e7-0050c2490048",4449,false,1
"08a91e70-3ddc-11dd-90e8-0050c2490048",4454,false,1
"08a91e70-3ddc-11dd-90e9-0050c2490048",4451,false,1
"08a91e70-3ddc-11dd-9105-0050c2490048",4640,false,1
"08a91e70-3ddc-11dd-9112-0050c2490048",1598,false,1
"08a91e70-3ddc-11dd-9124-0050c2490048",956,false,1
"08a91e70-3ddc-11dd-9127-0050c2490048",893,false,1
"08a91e70-3ddc-11dd-9128-0050c2490048",894,false,1
"08a91e70-3ddc-11dd-9129-0050c2490048",892,false,1
"08a91e70-3ddc-11dd-9136-0050c2490048",491,false,1
"08a91e70-3ddc-11dd-9137-0050c2490048",492,false,1
"08a91e70-3ddc-11dd-9138-0050c2490048",490,false,1
"08a91e70-3ddc-11dd-9139-0050c2490048",488,false,1
"08a91e70-3ddc-11dd-913a-0050c2490048",2223,false,1
"08a91e70-3ddc-11dd-913b-0050c2490048",2230,false,1
"08a91e70-3ddc-11dd-913c-0050c2490048",2229,false,1
"08a91e70-3ddc-11dd-913d-0050c2490048",2225,false,1
"08a91e70-3ddc-11dd-913e-0050c2490048",1222,false,1
"08a91e70-3ddc-11dd-913f-0050c2490048",1220,false,1
"08a91e70-3ddc-11dd-9140-0050c2490048",1235,false,1
"08a91e70-3ddc-11dd-9141-0050c2490048",1236,false,1
"08a91e70-3ddc-11dd-9142-0050c2490048",1234,false,1
"08a91e70-3ddc-11dd-9143-0050c2490048",1232,false,1
"08a91e70-3ddc-11dd-9144-0050c2490048",1241,false,1
"08a91e70-3ddc-11dd-9145-0050c2490048",1242,false,1
"08a91e70-3ddc-11dd-9146-0050c2490048",1240,false,1
"08a91e70-3ddc-11dd-9147-0050c2490048",1238,false,1
"08a91e70-3ddc-11dd-9154-0050c2490048",3161,false,1
"08a91e70-3ddc-11dd-918a-0050c2490048",1462,false,1
"08a91e70-3ddc-11dd-9195-0050c2490048",1692,false,1
"08a91e70-3ddc-11dd-9196-0050c2490048",1699,false,1
"08a91e70-3ddc-11dd-9197-0050c2490048",1698,false,1
"08a91e70-3ddc-11dd-9198-0050c2490048",1694,false,1
"08a91e70-3ddc-11dd-9199-0050c2490048",1701,false,1
"08a91e70-3ddc-11dd-919a-0050c2490048",1708,false,1
